Product_Name,Category,Date,Units_Sold
Frozen Peas (500g),Frozen Foods,2024-02-28,96
Frozen Pizza,Frozen Foods,2024-02-28,113
Greek Yogurt,Dairy & Eggs,2024-02-28,85
Green Tea (20pk),Beverages,2024-02-28,84
Ground Beef,Meat & Seafood,2024-02-28,100
Honey (500g),Snacks & Confectionery,2024-02-28,57
Milk (1L),Dairy & Eggs,2024-02-28,207
Mineral Water (2L),Beverages,2024-02-28,206
Oats (1kg),Grains & Staples,2024-02-28,118
Olive Oil,Oils & Fats,2024-02-28,70
Onions,Fruits & Vegetables,2024-02-28,120
Orange Juice (1L),Beverages,2024-02-28,109
Pasta (500g),Grains & Staples,2024-02-28,169
Potato Chips,Snacks & Confectionery,2024-02-28,92
Potatoes,Fruits & Vegetables,2024-02-28,157
Rice (5kg),Grains & Staples,2024-02-28,193
Salmon Fillet,Meat & Seafood,2024-02-28,75
Soy Sauce (300ml),Condiments & Spices,2024-02-28,65
Spinach,Fruits & Vegetables,2024-02-28,69
Tomato Ketchup,Condiments & Spices,2024-02-28,94
Tomatoes,Fruits & Vegetables,2024-02-28,86
Tuna (Canned),Meat & Seafood,2024-02-28,146
Vegetable Oil,Oils & Fats,2024-02-28,108
Whole Wheat Bread,Grains & Staples,2024-02-28,159
Bananas,Fruits & Vegetables,2024-02-29,164
Bell Pepper,Fruits & Vegetables,2024-02-29,84
Butter (250g),Oils & Fats,2024-02-29,111
Cheddar Cheese,Dairy & Eggs,2024-02-29,88
Chicken Breast,Meat & Seafood,2024-02-29,244
Cumin Powder,Condiments & Spices,2024-02-29,64
Dark Chocolate,Snacks & Confectionery,2024-02-29,111
Eggs (12pk),Dairy & Eggs,2024-02-29,246
Frozen Peas (500g),Frozen Foods,2024-02-29,109
Frozen Pizza,Frozen Foods,2024-02-29,82
Greek Yogurt,Dairy & Eggs,2024-02-29,78
Green Tea (20pk),Beverages,2024-02-29,100
Ground Beef,Meat & Seafood,2024-02-29,89
Honey (500g),Snacks & Confectionery,2024-02-29,62
Milk (1L),Dairy & Eggs,2024-02-29,165
Mineral Water (2L),Beverages,2024-02-29,197
Oats (1kg),Grains & Staples,2024-02-29,144
Olive Oil,Oils & Fats,2024-02-29,79
Onions,Fruits & Vegetables,2024-02-29,104
Orange Juice (1L),Beverages,2024-02-29,110
Pasta (500g),Grains & Staples,2024-02-29,171
Potato Chips,Snacks & Confectionery,2024-02-29,125
Potatoes,Fruits & Vegetables,2024-02-29,139
Rice (5kg),Grains & Staples,2024-02-29,189
Salmon Fillet,Meat & Seafood,2024-02-29,86
Soy Sauce (300ml),Condiments & Spices,2024-02-29,53
Spinach,Fruits & Vegetables,2024-02-29,73
Tomato Ketchup,Condiments & Spices,2024-02-29,106
Tomatoes,Fruits & Vegetables,2024-02-29,90
Tuna (Canned),Meat & Seafood,2024-02-29,121
Vegetable Oil,Oils & Fats,2024-02-29,123
Whole Wheat Bread,Grains & Staples,2024-02-29,170
Bananas,Fruits & Vegetables,2024-03-01,186
Bell Pepper,Fruits & Vegetables,2024-03-01,95
Butter (250g),Oils & Fats,2024-03-01,111
Cheddar Cheese,Dairy & Eggs,2024-03-01,89
Chicken Breast,Meat & Seafood,2024-03-01,166
Cumin Powder,Condiments & Spices,2024-03-01,53
Dark Chocolate,Snacks & Confectionery,2024-03-01,100
Eggs (12pk),Dairy & Eggs,2024-03-01,246
Frozen Peas (500g),Frozen Foods,2024-03-01,104
Frozen Pizza,Frozen Foods,2024-03-01,102
Greek Yogurt,Dairy & Eggs,2024-03-01,85
Green Tea (20pk),Beverages,2024-03-01,93
Ground Beef,Meat & Seafood,2024-03-01,94
Honey (500g),Snacks & Confectionery,2024-03-01,60
Milk (1L),Dairy & Eggs,2024-03-01,197
Mineral Water (2L),Beverages,2024-03-01,191
Oats (1kg),Grains & Staples,2024-03-01,126
Olive Oil,Oils & Fats,2024-03-01,68
Onions,Fruits & Vegetables,2024-03-01,93
Orange Juice (1L),Beverages,2024-03-01,96
Pasta (500g),Grains & Staples,2024-03-01,170
Potato Chips,Snacks & Confectionery,2024-03-01,113
Potatoes,Fruits & Vegetables,2024-03-01,150
Rice (5kg),Grains & Staples,2024-03-01,217
Salmon Fillet,Meat & Seafood,2024-03-01,85
Soy Sauce (300ml),Condiments & Spices,2024-03-01,61
Spinach,Fruits & Vegetables,2024-03-01,85
Tomato Ketchup,Condiments & Spices,2024-03-01,84
Tomatoes,Fruits & Vegetables,2024-03-01,87
Tuna (Canned),Meat & Seafood,2024-03-01,121
Vegetable Oil,Oils & Fats,2024-03-01,113
Whole Wheat Bread,Grains & Staples,2024-03-01,198
Bananas,Fruits & Vegetables,2024-03-02,230
Bell Pepper,Fruits & Vegetables,2024-03-02,76
Butter (250g),Oils & Fats,2024-03-02,113
Cheddar Cheese,Dairy & Eggs,2024-03-02,133
Chicken Breast,Meat & Seafood,2024-03-02,256
Cumin Powder,Condiments & Spices,2024-03-02,76
Dark Chocolate,Snacks & Confectionery,2024-03-02,78
Eggs (12pk),Dairy & Eggs,2024-03-02,294
Frozen Peas (500g),Frozen Foods,2024-03-02,124
Frozen Pizza,Frozen Foods,2024-03-02,119
Greek Yogurt,Dairy & Eggs,2024-03-02,115
Green Tea (20pk),Beverages,2024-03-02,106
Ground Beef,Meat & Seafood,2024-03-02,116
Honey (500g),Snacks & Confectionery,2024-03-02,66
Milk (1L),Dairy & Eggs,2024-03-02,221
Mineral Water (2L),Beverages,2024-03-02,262
Oats (1kg),Grains & Staples,2024-03-02,152
Olive Oil,Oils & Fats,2024-03-02,102
Onions,Fruits & Vegetables,2024-03-02,135
Orange Juice (1L),Beverages,2024-03-02,124
Pasta (500g),Grains & Staples,2024-03-02,226
Potato Chips,Snacks & Confectionery,2024-03-02,147
Potatoes,Fruits & Vegetables,2024-03-02,217
Rice (5kg),Grains & Staples,2024-03-02,242
Salmon Fillet,Meat & Seafood,2024-03-02,109
Soy Sauce (300ml),Condiments & Spices,2024-03-02,74
Spinach,Fruits & Vegetables,2024-03-02,97
Tomato Ketchup,Condiments & Spices,2024-03-02,102
Tomatoes,Fruits & Vegetables,2024-03-02,128
Tuna (Canned),Meat & Seafood,2024-03-02,159
Vegetable Oil,Oils & Fats,2024-03-02,152
Whole Wheat Bread,Grains & Staples,2024-03-02,155
Bananas,Fruits & Vegetables,2024-03-03,204
Bell Pepper,Fruits & Vegetables,2024-03-03,101
Butter (250g),Oils & Fats,2024-03-03,134
Cheddar Cheese,Dairy & Eggs,2024-03-03,106
Chicken Breast,Meat & Seafood,2024-03-03,212
Cumin Powder,Condiments & Spices,2024-03-03,60
Dark Chocolate,Snacks & Confectionery,2024-03-03,147
Eggs (12pk),Dairy & Eggs,2024-03-03,300
Frozen Peas (500g),Frozen Foods,2024-03-03,124
Frozen Pizza,Frozen Foods,2024-03-03,92
Greek Yogurt,Dairy & Eggs,2024-03-03,95
Green Tea (20pk),Beverages,2024-03-03,102
Ground Beef,Meat & Seafood,2024-03-03,119
Honey (500g),Snacks & Confectionery,2024-03-03,68
Milk (1L),Dairy & Eggs,2024-03-03,229
Mineral Water (2L),Beverages,2024-03-03,229
Oats (1kg),Grains & Staples,2024-03-03,153
Olive Oil,Oils & Fats,2024-03-03,78
Onions,Fruits & Vegetables,2024-03-03,107
Orange Juice (1L),Beverages,2024-03-03,116
Pasta (500g),Grains & Staples,2024-03-03,208
Potato Chips,Snacks & Confectionery,2024-03-03,147
Potatoes,Fruits & Vegetables,2024-03-03,192
Rice (5kg),Grains & Staples,2024-03-03,239
Salmon Fillet,Meat & Seafood,2024-03-03,111
Soy Sauce (300ml),Condiments & Spices,2024-03-03,99
Spinach,Fruits & Vegetables,2024-03-03,95
Tomato Ketchup,Condiments & Spices,2024-03-03,113
Tomatoes,Fruits & Vegetables,2024-03-03,153
Tuna (Canned),Meat & Seafood,2024-03-03,137
Vegetable Oil,Oils & Fats,2024-03-03,168
Whole Wheat Bread,Grains & Staples,2024-03-03,184
Bananas,Fruits & Vegetables,2024-03-04,168
Bell Pepper,Fruits & Vegetables,2024-03-04,92
Butter (250g),Oils & Fats,2024-03-04,101
Cheddar Cheese,Dairy & Eggs,2024-03-04,120
Chicken Breast,Meat & Seafood,2024-03-04,170
Cumin Powder,Condiments & Spices,2024-03-04,49
Dark Chocolate,Snacks & Confectionery,2024-03-04,87
Eggs (12pk),Dairy & Eggs,2024-03-04,276
Frozen Peas (500g),Frozen Foods,2024-03-04,108
Frozen Pizza,Frozen Foods,2024-03-04,77
Greek Yogurt,Dairy & Eggs,2024-03-04,60
Green Tea (20pk),Beverages,2024-03-04,98
Ground Beef,Meat & Seafood,2024-03-04,122
Honey (500g),Snacks & Confectionery,2024-03-04,60
Milk (1L),Dairy & Eggs,2024-03-04,181
Mineral Water (2L),Beverages,2024-03-04,207
Oats (1kg),Grains & Staples,2024-03-04,129
Olive Oil,Oils & Fats,2024-03-04,70
Onions,Fruits & Vegetables,2024-03-04,110
Orange Juice (1L),Beverages,2024-03-04,75
Pasta (500g),Grains & Staples,2024-03-04,151
Potato Chips,Snacks & Confectionery,2024-03-04,78
Potatoes,Fruits & Vegetables,2024-03-04,160
Rice (5kg),Grains & Staples,2024-03-04,190
Salmon Fillet,Meat & Seafood,2024-03-04,92
Soy Sauce (300ml),Condiments & Spices,2024-03-04,82
Spinach,Fruits & Vegetables,2024-03-04,73
Tomato Ketchup,Condiments & Spices,2024-03-04,100
Tomatoes,Fruits & Vegetables,2024-03-04,80
Tuna (Canned),Meat & Seafood,2024-03-04,129
Vegetable Oil,Oils & Fats,2024-03-04,114
Whole Wheat Bread,Grains & Staples,2024-03-04,194
Bananas,Fruits & Vegetables,2024-03-05,183
Bell Pepper,Fruits & Vegetables,2024-03-05,50
Butter (250g),Oils & Fats,2024-03-05,98
Cheddar Cheese,Dairy & Eggs,2024-03-05,100
Chicken Breast,Meat & Seafood,2024-03-05,173
Cumin Powder,Condiments & Spices,2024-03-05,50
Dark Chocolate,Snacks & Confectionery,2024-03-05,119
Eggs (12pk),Dairy & Eggs,2024-03-05,220
Frozen Peas (500g),Frozen Foods,2024-03-05,99
Frozen Pizza,Frozen Foods,2024-03-05,87
Greek Yogurt,Dairy & Eggs,2024-03-05,115
Green Tea (20pk),Beverages,2024-03-05,103
Ground Beef,Meat & Seafood,2024-03-05,101
Honey (500g),Snacks & Confectionery,2024-03-05,62
Milk (1L),Dairy & Eggs,2024-03-05,172
Mineral Water (2L),Beverages,2024-03-05,182
Oats (1kg),Grains & Staples,2024-03-05,121
Olive Oil,Oils & Fats,2024-03-05,90
Onions,Fruits & Vegetables,2024-03-05,111
Orange Juice (1L),Beverages,2024-03-05,99
Pasta (500g),Grains & Staples,2024-03-05,177
Potato Chips,Snacks & Confectionery,2024-03-05,94
Potatoes,Fruits & Vegetables,2024-03-05,159
Rice (5kg),Grains & Staples,2024-03-05,191
Salmon Fillet,Meat & Seafood,2024-03-05,58
Soy Sauce (300ml),Condiments & Spices,2024-03-05,73
Spinach,Fruits & Vegetables,2024-03-05,81
Tomato Ketchup,Condiments & Spices,2024-03-05,88
Tomatoes,Fruits & Vegetables,2024-03-05,64
Tuna (Canned),Meat & Seafood,2024-03-05,136
Vegetable Oil,Oils & Fats,2024-03-05,125
Whole Wheat Bread,Grains & Staples,2024-03-05,187
Bananas,Fruits & Vegetables,2024-03-06,150
Bell Pepper,Fruits & Vegetables,2024-03-06,59
Butter (250g),Oils & Fats,2024-03-06,98
Cheddar Cheese,Dairy & Eggs,2024-03-06,96
Chicken Breast,Meat & Seafood,2024-03-06,191
Cumin Powder,Condiments & Spices,2024-03-06,50
Dark Chocolate,Snacks & Confectionery,2024-03-06,111
Eggs (12pk),Dairy & Eggs,2024-03-06,230
Frozen Peas (500g),Frozen Foods,2024-03-06,120
Frozen Pizza,Frozen Foods,2024-03-06,79
Greek Yogurt,Dairy & Eggs,2024-03-06,73
Green Tea (20pk),Beverages,2024-03-06,85
Ground Beef,Meat & Seafood,2024-03-06,125
Honey (500g),Snacks & Confectionery,2024-03-06,44
Milk (1L),Dairy & Eggs,2024-03-06,191
Mineral Water (2L),Beverages,2024-03-06,186
Oats (1kg),Grains & Staples,2024-03-06,118
Olive Oil,Oils & Fats,2024-03-06,73
Onions,Fruits & Vegetables,2024-03-06,121
Orange Juice (1L),Beverages,2024-03-06,99
Pasta (500g),Grains & Staples,2024-03-06,155
Potato Chips,Snacks & Confectionery,2024-03-06,97
Potatoes,Fruits & Vegetables,2024-03-06,190
Rice (5kg),Grains & Staples,2024-03-06,210
Salmon Fillet,Meat & Seafood,2024-03-06,98
Soy Sauce (300ml),Condiments & Spices,2024-03-06,63
Spinach,Fruits & Vegetables,2024-03-06,75
Tomato Ketchup,Condiments & Spices,2024-03-06,86
Tomatoes,Fruits & Vegetables,2024-03-06,91
Tuna (Canned),Meat & Seafood,2024-03-06,157
Vegetable Oil,Oils & Fats,2024-03-06,104
Whole Wheat Bread,Grains & Staples,2024-03-06,175
Bananas,Fruits & Vegetables,2024-03-07,178
Bell Pepper,Fruits & Vegetables,2024-03-07,47
Butter (250g),Oils & Fats,2024-03-07,111
Cheddar Cheese,Dairy & Eggs,2024-03-07,100
Chicken Breast,Meat & Seafood,2024-03-07,207
Cumin Powder,Condiments & Spices,2024-03-07,45
Dark Chocolate,Snacks & Confectionery,2024-03-07,140
Eggs (12pk),Dairy & Eggs,2024-03-07,219
Frozen Peas (500g),Frozen Foods,2024-03-07,88
Frozen Pizza,Frozen Foods,2024-03-07,113
Greek Yogurt,Dairy & Eggs,2024-03-07,73
Green Tea (20pk),Beverages,2024-03-07,79
Ground Beef,Meat & Seafood,2024-03-07,136
Honey (500g),Snacks & Confectionery,2024-03-07,48
Milk (1L),Dairy & Eggs,2024-03-07,190
Mineral Water (2L),Beverages,2024-03-07,197
Oats (1kg),Grains & Staples,2024-03-07,124
Olive Oil,Oils & Fats,2024-03-07,66
Onions,Fruits & Vegetables,2024-03-07,149
Orange Juice (1L),Beverages,2024-03-07,105
Pasta (500g),Grains & Staples,2024-03-07,211
Potato Chips,Snacks & Confectionery,2024-03-07,101
Potatoes,Fruits & Vegetables,2024-03-07,186
Rice (5kg),Grains & Staples,2024-03-07,181
Salmon Fillet,Meat & Seafood,2024-03-07,102
Soy Sauce (300ml),Condiments & Spices,2024-03-07,77
Spinach,Fruits & Vegetables,2024-03-07,82
Tomato Ketchup,Condiments & Spices,2024-03-07,64
Tomatoes,Fruits & Vegetables,2024-03-07,144
Tuna (Canned),Meat & Seafood,2024-03-07,138
Vegetable Oil,Oils & Fats,2024-03-07,126
Whole Wheat Bread,Grains & Staples,2024-03-07,156
Bananas,Fruits & Vegetables,2024-03-08,184
Bell Pepper,Fruits & Vegetables,2024-03-08,74
Butter (250g),Oils & Fats,2024-03-08,106
Cheddar Cheese,Dairy & Eggs,2024-03-08,121
Chicken Breast,Meat & Seafood,2024-03-08,209
Cumin Powder,Condiments & Spices,2024-03-08,43
Dark Chocolate,Snacks & Confectionery,2024-03-08,125
Eggs (12pk),Dairy & Eggs,2024-03-08,228
Frozen Peas (500g),Frozen Foods,2024-03-08,83
Frozen Pizza,Frozen Foods,2024-03-08,88
Greek Yogurt,Dairy & Eggs,2024-03-08,103
Green Tea (20pk),Beverages,2024-03-08,97
Ground Beef,Meat & Seafood,2024-03-08,123
Honey (500g),Snacks & Confectionery,2024-03-08,65
Milk (1L),Dairy & Eggs,2024-03-08,194
Mineral Water (2L),Beverages,2024-03-08,185
Oats (1kg),Grains & Staples,2024-03-08,136
Olive Oil,Oils & Fats,2024-03-08,78
Onions,Fruits & Vegetables,2024-03-08,111
Orange Juice (1L),Beverages,2024-03-08,94
Pasta (500g),Grains & Staples,2024-03-08,164
Potato Chips,Snacks & Confectionery,2024-03-08,109
Potatoes,Fruits & Vegetables,2024-03-08,195
Rice (5kg),Grains & Staples,2024-03-08,223
Salmon Fillet,Meat & Seafood,2024-03-08,78
Soy Sauce (300ml),Condiments & Spices,2024-03-08,56
Spinach,Fruits & Vegetables,2024-03-08,71
Tomato Ketchup,Condiments & Spices,2024-03-08,81
Tomatoes,Fruits & Vegetables,2024-03-08,77
Tuna (Canned),Meat & Seafood,2024-03-08,141
Vegetable Oil,Oils & Fats,2024-03-08,113
Whole Wheat Bread,Grains & Staples,2024-03-08,147
Bananas,Fruits & Vegetables,2024-03-09,221
Bell Pepper,Fruits & Vegetables,2024-03-09,105
Butter (250g),Oils & Fats,2024-03-09,114
Cheddar Cheese,Dairy & Eggs,2024-03-09,105
Chicken Breast,Meat & Seafood,2024-03-09,207
Cumin Powder,Condiments & Spices,2024-03-09,64
Dark Chocolate,Snacks & Confectionery,2024-03-09,126
Eggs (12pk),Dairy & Eggs,2024-03-09,307
Frozen Peas (500g),Frozen Foods,2024-03-09,103
Frozen Pizza,Frozen Foods,2024-03-09,121
Greek Yogurt,Dairy & Eggs,2024-03-09,101
Green Tea (20pk),Beverages,2024-03-09,94
Ground Beef,Meat & Seafood,2024-03-09,138
Honey (500g),Snacks & Confectionery,2024-03-09,67
Milk (1L),Dairy & Eggs,2024-03-09,218
Mineral Water (2L),Beverages,2024-03-09,262
Oats (1kg),Grains & Staples,2024-03-09,161
Olive Oil,Oils & Fats,2024-03-09,88
Onions,Fruits & Vegetables,2024-03-09,119
Orange Juice (1L),Beverages,2024-03-09,104
Pasta (500g),Grains & Staples,2024-03-09,212
Potato Chips,Snacks & Confectionery,2024-03-09,159
Potatoes,Fruits & Vegetables,2024-03-09,194
Rice (5kg),Grains & Staples,2024-03-09,236
Salmon Fillet,Meat & Seafood,2024-03-09,103
Soy Sauce (300ml),Condiments & Spices,2024-03-09,90
Spinach,Fruits & Vegetables,2024-03-09,90
Tomato Ketchup,Condiments & Spices,2024-03-09,96
Tomatoes,Fruits & Vegetables,2024-03-09,145
Tuna (Canned),Meat & Seafood,2024-03-09,175
Vegetable Oil,Oils & Fats,2024-03-09,139
Whole Wheat Bread,Grains & Staples,2024-03-09,186
Bananas,Fruits & Vegetables,2024-03-10,174
Bell Pepper,Fruits & Vegetables,2024-03-10,117
Butter (250g),Oils & Fats,2024-03-10,134
Cheddar Cheese,Dairy & Eggs,2024-03-10,104
Chicken Breast,Meat & Seafood,2024-03-10,206
Cumin Powder,Condiments & Spices,2024-03-10,68
Dark Chocolate,Snacks & Confectionery,2024-03-10,123
Eggs (12pk),Dairy & Eggs,2024-03-10,244
Frozen Peas (500g),Frozen Foods,2024-03-10,100
Frozen Pizza,Frozen Foods,2024-03-10,116
Greek Yogurt,Dairy & Eggs,2024-03-10,106
Green Tea (20pk),Beverages,2024-03-10,95
Ground Beef,Meat & Seafood,2024-03-10,135
Honey (500g),Snacks & Confectionery,2024-03-10,64
Milk (1L),Dairy & Eggs,2024-03-10,211
Mineral Water (2L),Beverages,2024-03-10,216
Oats (1kg),Grains & Staples,2024-03-10,144
Olive Oil,Oils & Fats,2024-03-10,85
Onions,Fruits & Vegetables,2024-03-10,127
Orange Juice (1L),Beverages,2024-03-10,127
Pasta (500g),Grains & Staples,2024-03-10,218
Potato Chips,Snacks & Confectionery,2024-03-10,163
Potatoes,Fruits & Vegetables,2024-03-10,201
Rice (5kg),Grains & Staples,2024-03-10,243
Salmon Fillet,Meat & Seafood,2024-03-10,90
Soy Sauce (300ml),Condiments & Spices,2024-03-10,88
Spinach,Fruits & Vegetables,2024-03-10,81
Tomato Ketchup,Condiments & Spices,2024-03-10,118
Tomatoes,Fruits & Vegetables,2024-03-10,147
Tuna (Canned),Meat & Seafood,2024-03-10,145
Vegetable Oil,Oils & Fats,2024-03-10,135
Whole Wheat Bread,Grains & Staples,2024-03-10,229
Bananas,Fruits & Vegetables,2024-03-11,160
Bell Pepper,Fruits & Vegetables,2024-03-11,80
Butter (250g),Oils & Fats,2024-03-11,95
Cheddar Cheese,Dairy & Eggs,2024-03-11,88
Chicken Breast,Meat & Seafood,2024-03-11,170
Cumin Powder,Condiments & Spices,2024-03-11,68
Dark Chocolate,Snacks & Confectionery,2024-03-11,132
Eggs (12pk),Dairy & Eggs,2024-03-11,209
Frozen Peas (500g),Frozen Foods,2024-03-11,110
Frozen Pizza,Frozen Foods,2024-03-11,94
Greek Yogurt,Dairy & Eggs,2024-03-11,96
Green Tea (20pk),Beverages,2024-03-11,80
Ground Beef,Meat & Seafood,2024-03-11,125
Honey (500g),Snacks & Confectionery,2024-03-11,54
Milk (1L),Dairy & Eggs,2024-03-11,163
Mineral Water (2L),Beverages,2024-03-11,208
Oats (1kg),Grains & Staples,2024-03-11,132
Olive Oil,Oils & Fats,2024-03-11,68
Onions,Fruits & Vegetables,2024-03-11,78
Orange Juice (1L),Beverages,2024-03-11,77
Pasta (500g),Grains & Staples,2024-03-11,174
Potato Chips,Snacks & Confectionery,2024-03-11,113
Potatoes,Fruits & Vegetables,2024-03-11,143
Rice (5kg),Grains & Staples,2024-03-11,181
Salmon Fillet,Meat & Seafood,2024-03-11,61
Soy Sauce (300ml),Condiments & Spices,2024-03-11,65
Spinach,Fruits & Vegetables,2024-03-11,77
Tomato Ketchup,Condiments & Spices,2024-03-11,89
Tomatoes,Fruits & Vegetables,2024-03-11,84
Tuna (Canned),Meat & Seafood,2024-03-11,130
Vegetable Oil,Oils & Fats,2024-03-11,129
Whole Wheat Bread,Grains & Staples,2024-03-11,152
Bananas,Fruits & Vegetables,2024-03-12,158
Bell Pepper,Fruits & Vegetables,2024-03-12,104
Butter (250g),Oils & Fats,2024-03-12,109
Cheddar Cheese,Dairy & Eggs,2024-03-12,96
Chicken Breast,Meat & Seafood,2024-03-12,190
Cumin Powder,Condiments & Spices,2024-03-12,48
Dark Chocolate,Snacks & Confectionery,2024-03-12,90
Eggs (12pk),Dairy & Eggs,2024-03-12,258
Frozen Peas (500g),Frozen Foods,2024-03-12,108
Frozen Pizza,Frozen Foods,2024-03-12,92
Greek Yogurt,Dairy & Eggs,2024-03-12,105
Green Tea (20pk),Beverages,2024-03-12,86
Ground Beef,Meat & Seafood,2024-03-12,110
Honey (500g),Snacks & Confectionery,2024-03-12,54
Milk (1L),Dairy & Eggs,2024-03-12,192
Mineral Water (2L),Beverages,2024-03-12,210
Oats (1kg),Grains & Staples,2024-03-12,120
Olive Oil,Oils & Fats,2024-03-12,99
Onions,Fruits & Vegetables,2024-03-12,96
Orange Juice (1L),Beverages,2024-03-12,122
Pasta (500g),Grains & Staples,2024-03-12,174
Potato Chips,Snacks & Confectionery,2024-03-12,115
Potatoes,Fruits & Vegetables,2024-03-12,185
Rice (5kg),Grains & Staples,2024-03-12,205
Salmon Fillet,Meat & Seafood,2024-03-12,75
Soy Sauce (300ml),Condiments & Spices,2024-03-12,77
Spinach,Fruits & Vegetables,2024-03-12,67
Tomato Ketchup,Condiments & Spices,2024-03-12,89
Tomatoes,Fruits & Vegetables,2024-03-12,107
Tuna (Canned),Meat & Seafood,2024-03-12,166
Vegetable Oil,Oils & Fats,2024-03-12,132
Whole Wheat Bread,Grains & Staples,2024-03-12,167
Bananas,Fruits & Vegetables,2024-03-13,176
Bell Pepper,Fruits & Vegetables,2024-03-13,59
Butter (250g),Oils & Fats,2024-03-13,110
Cheddar Cheese,Dairy & Eggs,2024-03-13,79
Chicken Breast,Meat & Seafood,2024-03-13,188
Cumin Powder,Condiments & Spices,2024-03-13,48
Dark Chocolate,Snacks & Confectionery,2024-03-13,114
Eggs (12pk),Dairy & Eggs,2024-03-13,250
Frozen Peas (500g),Frozen Foods,2024-03-13,116
Frozen Pizza,Frozen Foods,2024-03-13,107
Greek Yogurt,Dairy & Eggs,2024-03-13,86
Green Tea (20pk),Beverages,2024-03-13,77
Ground Beef,Meat & Seafood,2024-03-13,128
Honey (500g),Snacks & Confectionery,2024-03-13,61
Milk (1L),Dairy & Eggs,2024-03-13,187
Mineral Water (2L),Beverages,2024-03-13,169
Oats (1kg),Grains & Staples,2024-03-13,123
Olive Oil,Oils & Fats,2024-03-13,75
Onions,Fruits & Vegetables,2024-03-13,101
Orange Juice (1L),Beverages,2024-03-13,95
Pasta (500g),Grains & Staples,2024-03-13,185
Potato Chips,Snacks & Confectionery,2024-03-13,107
Potatoes,Fruits & Vegetables,2024-03-13,148
Rice (5kg),Grains & Staples,2024-03-13,199
Salmon Fillet,Meat & Seafood,2024-03-13,78
Soy Sauce (300ml),Condiments & Spices,2024-03-13,63
Spinach,Fruits & Vegetables,2024-03-13,64
Tomato Ketchup,Condiments & Spices,2024-03-13,93
Tomatoes,Fruits & Vegetables,2024-03-13,129
Tuna (Canned),Meat & Seafood,2024-03-13,131
Vegetable Oil,Oils & Fats,2024-03-13,122
Whole Wheat Bread,Grains & Staples,2024-03-13,150
Bananas,Fruits & Vegetables,2024-03-14,183
Bell Pepper,Fruits & Vegetables,2024-03-14,55
Butter (250g),Oils & Fats,2024-03-14,116
Cheddar Cheese,Dairy & Eggs,2024-03-14,96
Chicken Breast,Meat & Seafood,2024-03-14,169
Cumin Powder,Condiments & Spices,2024-03-14,45
Dark Chocolate,Snacks & Confectionery,2024-03-14,109
Eggs (12pk),Dairy & Eggs,2024-03-14,220
Frozen Peas (500g),Frozen Foods,2024-03-14,91
Frozen Pizza,Frozen Foods,2024-03-14,80
Greek Yogurt,Dairy & Eggs,2024-03-14,112
Green Tea (20pk),Beverages,2024-03-14,71
Ground Beef,Meat & Seafood,2024-03-14,121
Honey (500g),Snacks & Confectionery,2024-03-14,47
Milk (1L),Dairy & Eggs,2024-03-14,171
Mineral Water (2L),Beverages,2024-03-14,200
Oats (1kg),Grains & Staples,2024-03-14,117
Olive Oil,Oils & Fats,2024-03-14,61
Onions,Fruits & Vegetables,2024-03-14,100
